Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Цена
Вторичное,павшино,3.0,Московская область,2.0,40.0,7.0,9.0,14.0,Евроремонт,9300000.0
Вторичное,тушинская,17.0,Московская область,2.0,53.9,8.7,16.0,18.0,Косметический,9450000.0
Вторичное,красногорская,13.0,Московская область,2.0,41.7,7.0,2.0,4.0,Евроремонт,9500000.0
Вторичное,опалиха,19.0,Московская область,2.0,48.0,8.0,1.0,9.0,Косметический,9500000.0
Вторичное,опалиха,8.0,Московская область,2.0,52.0,9.3,17.0,26.0,Косметический,9500000.0
Вторичное,павшино,15.0,Московская область,2.0,47.0,10.5,5.0,18.0,Евроремонт,9500000.0
Вторичное,павшино,13.0,Московская область,2.0,45.1,6.0,17.0,25.0,Дизайнерский,9500000.0
Вторичное,аникеевка,5.0,Московская область,2.0,47.9,10.6,2.0,3.0,Евроремонт,9500000.0
Вторичное,пенягино,10.0,Московская область,2.0,35.0,11.0,6.0,8.0,Дизайнерский,9600000.0
Вторичное,опалиха,15.0,Московская область,2.0,52.1,11.0,10.0,12.0,Без ремонта,9600000.0
Вторичное,опалиха,12.0,Московская область,2.0,60.9,13.6,1.0,3.0,Без ремонта,9700000.0
Вторичное,павшино,6.0,Московская область,2.0,47.1,6.0,2.0,5.0,Евроремонт,9650000.0
Вторичное,опалиха,6.0,Московская область,2.0,66.0,11.2,10.0,25.0,Евроремонт,9800000.0
Вторичное,опалиха,8.0,Московская область,2.0,45.0,8.0,8.0,8.0,Косметический,9800000.0
Вторичное,митино,15.0,Московская область,2.0,57.9,13.0,1.0,1.0,Косметический,9900000.0
Вторичное,красногорская,8.0,Московская область,2.0,55.3,11.2,2.0,18.0,Косметический,9900000.0
Вторичное,павшино,13.0,Московская область,2.0,43.5,5.0,13.0,25.0,Евроремонт,9850000.0
Вторичное,красногорская,8.0,Московская область,2.0,53.7,7.6,5.0,9.0,Дизайнерский,9900000.0
Вторичное,пенягино,12.0,Московская область,2.0,43.5,10.2,13.0,25.0,Евроремонт,9850000.0
Вторичное,павшино,13.0,Московская область,2.0,51.0,17.0,12.0,25.0,Без ремонта,10000000.0
Вторичное,красногорская,6.0,Московская область,2.0,52.0,9.2,3.0,17.0,Косметический,10000000.0
Вторичное,красногорская,11.0,Московская область,2.0,53.4,9.0,16.0,17.0,Косметический,9999000.0
Вторичное,опалиха,12.0,Московская область,2.0,60.2,9.0,11.0,25.0,Косметический,10000000.0
Вторичное,опалиха,6.0,Московская область,2.0,53.2,11.0,5.0,18.0,Косметический,10000000.0
Вторичное,пенягино,12.0,Московская область,2.0,40.1,5.0,2.0,25.0,Евроремонт,10200000.0
Вторичное,павшино,9.0,Московская область,2.0,53.4,8.4,4.0,14.0,Косметический,10150000.0
Вторичное,строгино,8.0,Московская область,2.0,48.2,10.1,8.0,16.0,Косметический,10190000.0
Вторичное,павшино,3.0,Московская область,2.0,54.8,12.0,8.0,18.0,Косметический,10300000.0
Вторичное,опалиха,6.0,Московская область,2.0,56.0,10.0,17.0,25.0,Косметический,10300000.0
Вторичное,строгино,8.0,Московская область,2.0,38.6,12.0,16.0,33.0,Косметический,10300000.0
Вторичное,павшино,13.0,Московская область,2.0,61.8,8.2,2.0,5.0,Косметический,10300000.0
Вторичное,опалиха,15.0,Московская область,2.0,55.2,11.2,8.0,8.0,Косметический,10500000.0
Вторичное,опалиха,6.0,Московская область,2.0,57.0,13.0,15.0,25.0,Косметический,10500000.0
Вторичное,красногорская,12.0,Московская область,2.0,60.0,11.0,1.0,17.0,Евроремонт,10500000.0
Вторичное,красногорская,9.0,Московская область,2.0,52.1,12.0,3.0,25.0,Косметический,10500000.0
Вторичное,опалиха,7.0,Московская область,2.0,52.0,10.9,12.0,14.0,Евроремонт,10500000.0
Вторичное,опалиха,6.0,Московская область,2.0,83.7,15.0,2.0,24.0,Без ремонта,10500000.0
Вторичное,тушинская,18.0,Московская область,2.0,60.8,12.0,10.0,24.0,Евроремонт,10600000.0
Вторичное,митино,7.0,Московская область,2.0,49.6,12.2,10.0,14.0,Евроремонт,10650000.0
Вторичное,опалиха,4.0,Московская область,2.0,57.0,14.2,1.0,8.0,Без ремонта,10650000.0
Вторичное,опалиха,6.0,Московская область,2.0,72.0,13.8,7.0,25.0,Косметический,10670000.0
Вторичное,опалиха,7.0,Московская область,2.0,58.7,10.0,8.0,25.0,Евроремонт,10750000.0
Вторичное,красногорская,23.0,Московская область,2.0,67.7,10.0,4.0,22.0,Евроремонт,10900000.0
Вторичное,красногорская,9.0,Московская область,2.0,53.6,10.5,19.0,26.0,Евроремонт,10900000.0
Вторичное,строгино,8.0,Московская область,2.0,50.0,10.0,5.0,25.0,Евроремонт,11000000.0
Вторичное,опалиха,16.0,Московская область,2.0,63.3,19.6,4.0,8.0,Без ремонта,11000000.0
Вторичное,мякинино,18.0,Московская область,2.0,33.0,5.0,11.0,23.0,Дизайнерский,11050001.0
Вторичное,павшино,13.0,Московская область,2.0,57.0,10.0,2.0,5.0,Косметический,11300000.0
Вторичное,чеховская,5.0,Москва,3.0,108.8,15.6,3.0,3.0,Без ремонта,11086692.0
Вторичное,арбатская,9.0,Москва,3.0,96.9,11.1,2.0,5.0,Без ремонта,11086692.0
Вторичное,фили,6.0,Москва,3.0,63.2,11.9,8.0,16.0,Дизайнерский,44240000.0
Вторичное,белорусская,6.0,Москва,3.0,52.4,18.6,3.0,6.0,Дизайнерский,11086692.0
Вторичное,белорусская,9.0,Москва,3.0,103.8,15.0,6.0,6.0,Без ремонта,11086692.0
Вторичное,белорусская,6.0,Москва,3.0,111.0,15.8,5.0,6.0,Дизайнерский,11086692.0
Вторичное,кропоткинская,10.0,Москва,3.0,117.0,6.0,3.0,5.0,Евроремонт,11086692.0
Вторичное,спортивная,9.0,Москва,3.0,52.4,17.2,14.0,14.0,Дизайнерский,11086692.0
Вторичное,алексеевская,11.0,Москва,3.0,92.0,20.0,4.0,21.0,Косметический,11086692.0
Вторичное,ростокино,13.0,Москва,3.0,109.0,10.5,8.0,16.0,Дизайнерский,38000000.0
Вторичное,китай-город,11.0,Москва,3.0,86.0,8.0,2.0,9.0,Дизайнерский,11086692.0
Вторичное,вднх,7.0,Москва,3.0,83.5,12.5,16.0,22.0,Без ремонта,22450000.0
Вторичное,динамо,1.0,Москва,3.0,104.0,20.0,3.0,15.0,Дизайнерский,11086692.0
Вторичное,филатов луг,10.0,Москва,3.0,77.1,13.5,22.0,25.0,Без ремонта,17500000.0
Вторичное,раменки,5.0,Москва,3.0,106.7,10.5,15.0,17.0,Косметический,41500000.0
Вторичное,минская,12.0,Москва,3.0,70.0,12.4,2.0,14.0,Без ремонта,11086692.0
Вторичное,спортивная,11.0,Москва,3.0,52.4,18.3,3.0,15.0,Дизайнерский,11086692.0
Вторичное,спортивная,8.0,Москва,3.0,52.4,10.5,14.0,14.0,Дизайнерский,11086692.0
Вторичное,аминьевская,8.0,Москва,3.0,84.9,21.0,18.0,31.0,Дизайнерский,39900000.0
Вторичное,динамо,7.0,Москва,3.0,75.7,5.0,7.0,17.0,Дизайнерский,39000000.0
Вторичное,давыдково,5.0,Москва,3.0,112.3,15.9,16.0,25.0,Дизайнерский,11086692.0
Вторичное,спортивная,5.0,Москва,3.0,97.0,14.7,7.0,18.0,Дизайнерский,11086692.0
Вторичное,фрунзенская,5.0,Москва,3.0,97.0,15.0,5.0,14.0,Дизайнерский,11086692.0
Вторичное,улица 1905 года,7.0,Москва,3.0,95.0,15.0,11.0,21.0,Дизайнерский,11086692.0
